"NodeCode","NodeTitle","NodeType","URL"
"2579","Job Descriptions","Parent","/sites/HRDept/Job Descriptions/Forms/AllItems.aspx"
"1031","Home","Parent","/sites/HRDept"
"2570","⭐ HR Testing NEW","Parent","https://postfallsidahoorg.sharepoint.com/sites/HumanResources"
"2569","🔑 HR Secure site","Parent","/sites/HRDept/HRSecure"
"2075","HR Forms","Parent","/sites/HRDept/HR Forms"
"2572","New Employee Notify IT","Parent","/sites/HRDept/Lists/NewEmployeeITProcessing/In Process.aspx"
"2460","Orientation","Parent","/sites/HRDept/HR/Forms/AllItems.aspx"
"2577","HR Links","Parent","/sites/HRDept/SitePages/HR-Links.aspx"
"2576","📰 Add news cheatsheet","Parent","/sites/News/Shared Documents/Adding a news article to SharePoint.docx"
"2342","Admin","Parent",""
"1033","Recent","Parent",""
"2579","Job Descriptions","Parent","/sites/HRDept/Job Descriptions/Forms/AllItems.aspx"
"1031","Home","Parent","/sites/CityHallITDept"
"2002","Conversations","Parent","/sites/CityHallITDept/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2176","Configuration","Parent",""
"2071","Liftstation Configs","Child","/sites/CityHallITDept/Lists/Liftstation Configurations"
"2179","Libraries & Lists","Parent",""
"2262","Contractor Access","Child","/sites/CityHallITDept/Lists/Contractor Access/AllItems.aspx"
"2003","Documents","Child","/sites/CityHallITDept/Shared Documents/Forms/AllItems.aspx"
"2112","IT Assets","Child","/sites/CityHallITDept/Lists/IT Assets/AllItems.aspx"
"2249","Notifications","Child","/sites/CityHallITDept/Notifications/Forms/AllItems.aspx"
"2177","Procedures","Parent",""
"2072","IT Procedures","Child","/sites/CityHallITDept/Lists/IT Procedures/AllItems.aspx"
"2204","PASSWORD CHANGE LINK","Child","https://pfpwd.postfalls.gov/RDWeb/Pages/en-US/password.aspx"
"2114","PC Build procedures","Child","/sites/CityHallITDept/Lists/PC Build procedures/AllItems.aspx"
"2178","Reference","Parent",""
"2066","Master IPs","Child","/sites/CityHallITDept/Lists/Master IPs/Search by Device.aspx"
"2212","Tips & Tricks","Parent","/sites/CityHallITDept/Lists/Tips_Tricks/AllItems.aspx"
"2161","SharePoint","Parent",""
"2159","Helpful SP URLs","Child","/sites/CityHallITDept/Lists/Helpful_SP_URLs"
"2164","NITRO Backups","Child","/sites/CityHallITDept/NITRO Backups/Forms/BySite.aspx"
"2165","NITRO Variables","Child","https://postfallsidahoorg.sharepoint.com/Lists/NITROvariables/AllItems.aspx"
"2175","Crow Canyon support tickets","Child","/sites/CityHallITDept/Lists/CrowCanyonSupportTickets/Open Tickets.aspx"
"2184","Change Log","Parent","/sites/CityHallITDept/Lists/ChangeLog/AllItems.aspx"
"1026","Subsites","Parent","/sites/CityHallITDept/_layouts/15/viewlsts.aspx?ShowSites=1"
"2194","Training Playground","Child","/sites/CityHallITDept/training"
"2150","Admin","Parent",""
"2213","Admin Links","Child",""
"2151","NITRO Apps","Child","/sites/CityHallITDept/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=67626233-f7b9-4f7f-b3b3-8b55d9829be5"
"2200","Add PD user steps","Child","/sites/CityHallITDept/SitePages/Granting-access-for-a-PD-employee-to-SharePoint.aspx"
"2155","Navigation","Child","/sites/CityHallITDept/_layouts/15/AreaNavigationSettings.aspx"
"2156","Helpful SP URLs","Child","/sites/CityHallITDept/Lists/Helpful_SP_URLs/AllItems.aspx"
"2154","Site Settings","Child","/sites/CityHallITDept/_layouts/15/settings.aspx"
"2153","Site Contents","Child","/sites/CityHallITDept/_layouts/15/viewlsts.aspx?view=14"
"2216","Temp/Test","Parent",""
"2265","Move H drive","Child","https://postfallsidahoorg.sharepoint.com/sites/CityHallITDept-MoveHDrivetoOneDriveProject"
"2244","Demo Site","Child","https://postfallsidahoorg.sharepoint.com/sites/Demo"
"2232","Assets","Child",""
"2217","Search Testing","Child",""
"2228","Granting access for a PD employee to SharePoint","Child","/sites/CityHallITDept/SitePages/Granting-access-for-a-PD-employee-to-SharePoint.aspx"
"2245","Source Code - GIT","Parent","/sites/CityHallITDept/SourceCodeGIT/Forms/AllItems.aspx"
"2253","Office Scripts","Parent","/sites/CityHallITDept/OfficeScripts/Forms/AllItems.aspx"
"2264","Training Playground","Parent","/sites/CityHallITDept/training"
"2267","H Drive conversions","Parent","/sites/CityHallITDept/Lists/H Drive conversions/calendar.aspx"
"1033","Recent","Parent",""
"2241","CCSWFHistory_Common_ErrorLogs","Child","/sites/CityHallITDept/Lists/CCSWFHistory_Common_ErrorLogs/Last 7 Days.aspx"
"2240","NITRO_CSS_Codes","Child","/sites/CityHallITDept/Lists/NITRO_CSS_Codes/AllItems.aspx"
"2237","CCSWFHistory_IT Assets_1","Child","/sites/CityHallITDept/Lists/CCSWFHistory_IT Assets_1/Last 7 Days.aspx"
"2236","CCSWFHistory_IT Assets_Common","Child","/sites/CityHallITDept/Lists/CCSWFHistory_IT Assets_Common/Last 7 Days.aspx"
"2208","CCSWFHistory_Laptop Checkout_1","Child","/sites/CityHallITDept/Lists/CCSWFHistory_Laptop Checkout_1/Last 7 Days.aspx"
"1031","Home","Parent","/sites/HRDept"
"2570","⭐ HR Testing NEW","Parent","https://postfallsidahoorg.sharepoint.com/sites/HumanResources"
"2569","🔑 HR Secure site","Parent","/sites/HRDept/HRSecure"
"2075","HR Forms","Parent","/sites/HRDept/HR Forms"
"2572","New Employee Notify IT","Parent","/sites/HRDept/Lists/NewEmployeeITProcessing/In Process.aspx"
"2460","Orientation","Parent","/sites/HRDept/HR/Forms/AllItems.aspx"
"2577","HR Links","Parent","/sites/HRDept/SitePages/HR-Links.aspx"
"2576","📰 Add news cheatsheet","Parent","/sites/News/Shared Documents/Adding a news article to SharePoint.docx"
"2342","Admin","Parent",""
"2343","NITRO Apps","Child","/sites/HRDept/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=67626233-f7b9-4f7f-b3b3-8b55d9829be5"
"2344","NITRO Error Dashboard","Child","/sites/HRDept/SitePages/Workflow-Errors-Dashboard.aspx"
"2347","Navigation","Child","/sites/HRDept/_layouts/15/AreaNavigationSettings.aspx"
"2525","Helpful SP URLs","Child","/sites/HRDept/Lists/Helpful_SP_URLs"
"2346","Site Settings","Child","/sites/HRDept/_layouts/15/settings.aspx"
"2345","Site Contents","Child","/sites/HRDept/_layouts/15/viewlsts.aspx?view=14"
"1033","Recent","Parent",""
"2581","CCSWFService_Logs","Child","/sites/HRDept/Lists/CCSWFService_Logs/AllItems.aspx"
"2578","NITROMailTemplates","Child","/sites/HRDept/NITROMailTemplates/Forms/AllItems.aspx"
"2575","HR Calendar","Child","/sites/HRDept/Lists/HRCalendar/Calendar.aspx"
"2503","Helpful SP URLs","Child","/sites/HRDept/Lists/Helpful_SP_URLs/AllItems.aspx"
"2377","Videos","Child","/sites/HRDept/Videos/Forms/Thumbnails.aspx"
"2579","Job Descriptions","Parent","/sites/HRDept/Job Descriptions/Forms/AllItems.aspx"
"2394","Teams","Parent","https://teams.microsoft.com/l/team/19:UDYbDLDH8bglsFTeV8vNePkVJ7CWxmUoIkQJK5ND2pw1%40thread.tacv2/conversations?tenantId=f5eede05-2f08-4d8e-8bff-5c78a3dd2dd3"
"2002","Conversations","Child","/sites/FinanceDepartment/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2004","Notebook","Child","/sites/FinanceDepartment/_layouts/15/Doc.aspx?sourcedoc={e5215916-194e-4d37-940f-04f867fd8a63}&action=editnew"
"1031","Home","Parent","/sites/FinanceDepartment"
"2324","Accounting","Parent",""
"2457","Accounts Payable","Child","/sites/FinanceDepartment/APDocuments"
"2463","Accounts Receivable","Child","/sites/FinanceDepartment/ARDocs"
"2497","AR Invoices","Child","/sites/FinanceDepartment/AR_Invoices1"
"2459","Bank Reconciliations","Child","/sites/FinanceDepartment/BankRecDocs"
"2454","CAFR","Child","/sites/FinanceDepartment/CAFRDocs"
"2487","Journal Entries","Child","/sites/FinanceDepartment/JournalEntries1"
"2482","LIDs","Child","/sites/FinanceDepartment/LIDs1/Forms/AllItems.aspx"
"2490","Worksheets","Child","/sites/FinanceDepartment/Worksheets1/Forms/AllItems.aspx"
"2388","Budget","Parent",""
"2452","Budget Documents","Child","/sites/FinanceDepartment/Budget Docs"
"2559","ClearGov Budgeting","Child","https://cleargov.com/sign-in"
"2400","Previous Budget Requests","Child","/sites/FinanceDepartment/Lists/Budget Requests"
"2159","Credit Cards","Parent",""
"2556","CC Bucket","Child","/sites/FinanceDepartment/CCBucketUSB/Forms/AllItems.aspx"
"2557","CC Receipts","Child","/sites/FinanceDepartment/CCReceiptsApprovedUSB/Forms/By Card Number.aspx"
"2558","CC List","Child","/sites/FinanceDepartment/Lists/CCList_USB/AllItems.aspx"
"2554","CC List (PowerApp)","Child","https://apps.gov.powerapps.us/play/e/default-f5eede05-2f08-4d8e-8bff-5c78a3dd2dd3/a/fe70f741-6979-4129-ba7a-675712ef78a8?tenantId=f5eede05-2f08-4d8e-8bff-5c78a3dd2dd3"
"2384","Documents","Parent",""
"2494","Audit Documents","Child","/sites/FinanceDepartment/AuditDocuments1/Forms/AllItems.aspx"
"2301","Budgetary Documents","Child","/sites/FinanceDepartment/BudgetaryDocuments/Forms/AllItems.aspx"
"2345","Budgetary Documents_Archive","Child","/sites/FinanceDepartment/BudgetaryDocsArchive/Forms/AllItems.aspx"
"2347","Finance Documents","Child","/sites/FinanceDepartment/FinanceDocuments/Forms/AllItems.aspx"
"2495","Fixed Asset Docs","Child","/sites/FinanceDepartment/FixedAssetDocs1/Forms/AllItems.aspx"
"2003","Misc Documents","Child","/sites/FinanceDepartment/Shared Documents/Forms/AllItems.aspx"
"2393","Formal Docs","Parent",""
"2461","941 Reports","Child","/sites/FinanceDepartment/941ReportsDocs"
"2502","Warranty Deeds","Child","/sites/FinanceDepartment/WarrantyDeeds1"
"2504","Warranty Deeds_Archive","Child","/sites/FinanceDepartment/WarrantyDeeds_Archive1/Forms/AllItems.aspx"
"2274","Invoices","Parent",""
"2176","Invoice Bucket","Child","/sites/FinanceDepartment/InvoiceBucket/Forms/AllItems.aspx"
"2293","Invoices Processed","Child","/sites/FinanceDepartment/InvoicesProcessed/Forms/Approved.aspx"
"2341","Invoices Processed_Archive","Child","/sites/FinanceDepartment/InvoicesProcessed_Archive/Forms/AllItems.aspx"
"2509","Invoice Bucket Notifiers","Child","/sites/FinanceDepartment/Lists/InvoiceBucketNotifiers"
"2395","Invoice & CC Submitters","Child","/sites/FinanceDepartment/_layouts/15/people.aspx?MembershipGroupId=223"
"2275","Payroll","Parent",""
"2174","Payroll Change Requests","Child","/sites/FinanceDepartment/Lists/PayrollChangeRequests/AllItems.aspx"
"2175","Payroll Change Approvals","Child","/sites/FinanceDepartment/Lists/PayrollChangeApprovals/MyItems.aspx"
"2491","Payroll Reports","Child","/sites/FinanceDepartment/PayrollReports1"
"2322","Travel/Training","Parent",""
"2404","Travel Requests","Child","/sites/FinanceDepartment/Lists/TravelRequests/Calendar.aspx?viewid=ff372b10%2Dc616%2D44fb%2Dbfa0%2Dcf7fb489a0f5"
"2406","Travel Request Approvals","Child","/sites/FinanceDepartment/Lists/TravelRequestApprovals/AllItems.aspx"
"2350","Travel Per Diems","Child","/sites/FinanceDepartment/Lists/TravelPerDiems/AllItems.aspx"
"2512","New TR Debug","Child","/sites/FinanceDepartment/SitePages/CCSNewForm.aspx?ListID=80851ddc-dd56-4125-a69c-8b2011571b3e&FormKey=Debug"
"2323","Admin","Parent",""
"2473","NITRO Apps","Child","/sites/FinanceDepartment/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=ce784d42-b5b4-4fb1-9c51-bdf22ee116fc"
"2485","NITRO Branding","Child","/sites/FinanceDepartment/SitePages/CCSBrandingSettings.aspx"
"2477","Navigation","Child","/sites/FinanceDepartment/_layouts/15/AreaNavigationSettings.aspx"
"2480","Helpful SP URLs","Child","/sites/FinanceDepartment/Lists/Helpful_SP_URLs"
"2476","Site Settings","Child","/sites/FinanceDepartment/_layouts/15/settings.aspx"
"2475","Site Contents","Child","/sites/FinanceDepartment/_layouts/15/viewlsts.aspx?view=14"
"1033","Recent","Parent",""
"2563","CCSWFService_Logs","Child","/sites/FinanceDepartment/Lists/CCSWFService_Logs/AllItems.aspx"
"2561","zCC-WFtest","Child","/sites/FinanceDepartment/zCCWFtest/Forms/By Card Number.aspx"
"2560","CC Receipts-OLD Wells Fargo","Child","/sites/FinanceDepartment/CCReceiptsApprovedWF/Forms/By Card Number.aspx"
"2551","CCSWFHistory_Travel Requests_2","Child","/sites/FinanceDepartment/Lists/CCSWFHistory_Travel Requests_2/Last 7 Days.aspx"
"2547","CCSWFHistory_Common_ErrorLogs","Child","/sites/FinanceDepartment/Lists/CCSWFHistory_Common_ErrorLogs/Last 7 Days.aspx"
"1031","Home","Parent","/sites/PlanningDepartment"
"2002","Conversations","Parent","/sites/PlanningDepartment/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2003","Documents","Parent","/sites/PlanningDepartment/Shared Documents/Forms/AllItems.aspx"
"2005","Pages","Parent","/sites/PlanningDepartment/SitePages/Forms/ByAuthor.aspx"
"2023","Admin","Parent",""
"2024","NITRO Apps","Child","/sites/PlanningDepartment/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=ce784d42-b5b4-4fb1-9c51-bdf22ee116fc"
"2025","Site Contents","Child","/sites/PlanningDepartment/_layouts/15/viewlsts.aspx?view=14"
"2027","Navigation","Child","/sites/PlanningDepartment/_layouts/15/AreaNavigationSettings.aspx"
"2026","Site Settings","Child","/sites/PlanningDepartment/_layouts/15/settings.aspx"
"1034","Site contents","Child","/sites/PlanningDepartment/_layouts/15/viewlsts.aspx"
"1033","Recent","Parent",""
"2007","Teams Wiki Data","Child","/sites/PlanningDepartment/Teams Wiki Data/Forms/AllItems.aspx"
"2006","19:bcc34c2f803e488988aaed9af0b19b5d@thread.tacv2_wiki","Child","/sites/PlanningDepartment/Lists/19bcc34c2f803e488988aaed9af0b19b5dthreadtacv2_wiki/AllItems.aspx"
"1031","Home","Parent","/sites/ShellyRhiannon-Admin"
"2002","Conversations","Parent","/sites/ShellyRhiannon-Admin/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2003","Documents","Parent","/sites/ShellyRhiannon-Admin/Shared Documents/Forms/AllItems.aspx"
"2004","Notebook","Parent","/sites/ShellyRhiannon-Admin/_layouts/15/Doc.aspx?sourcedoc={93586c06-8b66-4b31-9cdb-ffef75a1da26}&action=editnew"
"2005","Pages","Parent","/sites/ShellyRhiannon-Admin/SitePages/Forms/ByAuthor.aspx"
"1033","Recent","Parent",""
"2007","Teams Wiki Data","Child","/sites/ShellyRhiannon-Admin/Teams Wiki Data/Forms/AllItems.aspx"
"2006","19:Dy8DlZwEQ7akqxHgVVT6n9JBvJH1rMj9dsvmUYaeOxc1@thread.tacv2_wiki","Child","/sites/ShellyRhiannon-Admin/Lists/19Dy8DlZwEQ7akqxHgVVT6n9JBvJH1rMj9dsvmUYaeOxc1thre/AllItems.aspx"
"1034","Site contents","Parent","/sites/ShellyRhiannon-Admin/_layouts/15/viewlsts.aspx"
"1031","Home","Parent","/sites/PublicWorksProjects"
"2002","Conversations","Parent","/sites/PublicWorksProjects/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2003","Documents","Parent","/sites/PublicWorksProjects/Shared Documents/Forms/AllItems.aspx"
"2004","Notebook","Parent","/sites/PublicWorksProjects/_layouts/15/Doc.aspx?sourcedoc={2c2e3f3a-3b18-40db-a34c-1589aa8c8036}&action=editnew"
"2005","Pages","Parent","/sites/PublicWorksProjects/SitePages/Forms/ByAuthor.aspx"
"1033","Recent","Parent",""
"2007","Teams Wiki Data","Child","/sites/PublicWorksProjects/Teams Wiki Data/Forms/AllItems.aspx"
"2006","19:2ba42c98589e46fea819587a0236cbee@thread.tacv2_wiki","Child","/sites/PublicWorksProjects/Lists/192ba42c98589e46fea819587a0236cbeethreadtacv2_wiki/AllItems.aspx"
"1034","Site contents","Parent","/sites/PublicWorksProjects/_layouts/15/viewlsts.aspx"
"2010","Online Intranet","Parent","https://postfallsidahoorg.sharepoint.com"
"1031","Home","Parent","/sites/LegalDepartment"
"2003","Documents","Parent","/sites/LegalDepartment/Shared Documents/Forms/AllItems.aspx"
"2009","Legal Only","Parent","/sites/LegalDepartment/Forms to Review/Forms/AllItems.aspx"
"2030","Criminal Only","Parent","/sites/LegalDepartment/Criminal Only/Forms/AllItems.aspx"
"2008","Legal Services Request","Parent","https://forms.monday.com/forms/ed5720e6ec5467f836903f2956bc840f?r=use1"
"2022","Crow Canyon NITRO Apps","Parent","/sites/LegalDepartment/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=ce784d42-b5b4-4fb1-9c51-bdf22ee116fc"
"2023","Crow Canyon Branding (Modern sites)","Parent","/sites/LegalDepartment/SitePages/CCSBrandingSettings.aspx"
"2028","Public Records Requests","Parent","/sites/LegalDepartment/Public Records Requests/Forms/AllItems.aspx"
"2042","Claims & Litigation","Parent","/sites/LegalDepartment/Claims  Litigation/Forms/AllItems.aspx"
"2035","Admin","Parent",""
"2044","NITRO Apps","Child","/sites/LegalDepartment/_layouts/15/appredirect.aspx?client_id=1fecf81a-a6de-47d8-97b9-f23164792f2d&redirect_uri=https%3a%2f%2fnitrostudio.azurewebsites.net%2FPages%2FNitroApps.aspx%3F{StandardTokens}%26r_webId=ce784d42-b5b4-4fb1-9c51-bdf22ee116fc"
"2048","Navigation","Child","/sites/LegalDepartment/_layouts/15/AreaNavigationSettings.aspx"
"2047","Site Settings","Child","/sites/LegalDepartment/_layouts/15/settings.aspx"
"2046","Site Contents","Child","/sites/LegalDepartment/_layouts/15/viewlsts.aspx?view=14"
"2051","Discovery","Child","/sites/LegalDepartment/Forms to Review/Forms/AllItems.aspx?RootFolder=%2Fsites%2FLegalDepartment%2FForms%20to%20Review%2FLegal%20Department%2FClaims%20%26%20Litigation%2F2023%20Liberty%20Bankers&FolderCTID=0x01200040D3D93982C9A141A45836E8CAB9F17F"
"1034","Site contents","Parent","/sites/LegalDepartment/_layouts/15/viewlsts.aspx"
"2052","Legal Search beta","Parent","/sites/LegalDepartment/SitePages/Search-everything-for-Liberty-Bankers-lawsuit.aspx"
"1033","Recent","Parent",""
"2020","CrowCanyonMailTemplates","Child","/sites/LegalDepartment/Lists/CrowCanyonMailTemplates/AllItems.aspx"
"2019","Send Mails","Child","/sites/LegalDepartment/Lists/Send Mails/AllItems.aspx"
"2018","NITROUserPreferences","Child","/sites/LegalDepartment/Lists/NITROUserPreferences/AllItems.aspx"
"2017","CrowCanyonAppsEmails","Child","/sites/LegalDepartment/Lists/CrowCanyonAppsEmails/AllItems.aspx"
"2016","Crow Canyon Email and Text Sync","Child","/sites/LegalDepartment/_layouts/15/appredirect.aspx?instance_id={FF36A117-8555-4A29-812A-A2F8E97B3EC0}&quick_launch=1"
"1031","Home","Parent","/sites/CityClerkDepartment"
"2106","Clerks Forms","Parent","/sites/CityClerkDepartment/ClerkForms"
"2170","Agreements","Parent","/sites/CityClerkDepartment/Agreements"
"2107","Minutes","Parent","/sites/CityClerkDepartment/Minutes"
"2108","Ordinances","Parent","/sites/CityClerkDepartment/Ordinances"
"2109","Resolutions","Parent","/sites/CityClerkDepartment/Resolutions"
"2151","Certificates Of Insurance","Parent","/sites/CityClerkDepartment/CertificatesOfInsurance/Forms/AllItems.aspx"
"2169","Reasoned Decisions","Parent","/sites/CityClerkDepartment/ReasonedDecisions"
"2168","Proclamations","Parent","/sites/CityClerkDepartment/Proclamations"
"2083","City Council","Parent",""
"2098","Agenda Docs","Child","/sites/CityClerkDepartment/AgendaDocs"
"2101","Agenda Documents","Child","/sites/CityClerkDepartment/Council Agenda Documents"
"2190","CivicPlus","Child","https://postfallsid.v8.civicclerk.com/"
"2002","Conversations","Parent","/sites/CityClerkDepartment/_layouts/15/groupstatus.aspx?Target=CONVERSATIONS&Source=QuickLaunch"
"2004","Notebook","Parent","/sites/CityClerkDepartment/_layouts/15/Doc.aspx?sourcedoc={8d1a85ae-0b1b-4e17-b701-20b54fb72ebd}&action=editnew"
"2062","Admin","Parent",""
